SaleID,price
150000,42694.95933640066
150001,267.5675111633464
150002,6707.626747968387
150003,12115.14401122636
150004,663.023289427505
150005,1878.3710790182897
150006,4820.877177257906
150007,9939.696825415658
150008,3852.1717755040686
150009,2435.778256708845
150010,1951.0932300169159
150011,6439.779379833174
150012,2915.392541908265
150013,12828.619046846095
150014,11782.340717608628
150015,385.9684489789846
150016,-42.222716829522064
150017,6081.17774491065
150018,9938.2270727694
150019,1464.0541269999555
150020,4945.881235659745
150021,12338.951767740233
150022,1507.9673409812199
150023,15636.709000961813
150024,105.59933697924426
150025,5812.456523189841
150026,1473.2847357829382
150027,132.40553950148427
150028,21683.089001611635
150029,15449.439511080256
150030,1657.682340066688
150031,-211.21596994457676
150032,3921.720514898647
150033,2825.718588571026
150034,3228.697531325993
150035,7063.879382263046
150036,27.675153753408388
150037,3937.5092670305685
150038,25584.72454051149
150039,1759.8839775075292
150040,14204.088758501792
150041,4105.44457855805
150042,15499.877575967112
150043,25823.58882893209
150044,7757.4287112125085
150045,2099.24009911754
150046,3110.5600329835574
150047,47463.43618100726
150048,1151.3966920046248
150049,34042.83088138363
150050,5085.90056581052
150051,10747.358608841025
150052,957.4747174082362
150053,57.241515333931844
150054,14494.822957278866
150055,3587.368943671952
150056,751.9928330575339
150057,2754.6102696105318
150058,1200.656655784236
150059,3223.8360254973622
150060,9413.787424680879
150061,3380.8695339438727
150062,1006.5696837548373
150063,12010.657970462538
150064,21672.24555334209
150065,10124.027965678943
150066,13205.605721427028
150067,3560.1139952885696
150068,952.6415250108398
150069,3465.107632940786
150070,1744.8799934479252
150071,643.7489955180569
150072,838.7098995263696
150073,23255.8342551385
150074,309.75639295518187
150075,1082.3322810280702
150076,3005.036730170669
150077,5738.686482773588
150078,149.88811728655705
150079,4140.414449249544
150080,-56.44777548271536
150081,9710.680372788796
150082,15749.790964143089
150083,551.8554049575362
150084,3915.004382802135
150085,3343.0439315549834
150086,35135.03588568231
150087,128.6070064002962
150088,2533.4129549247527
150089,3358.1415400150668
150090,1195.747521415642
150091,7234.030806487094
150092,5964.788704900155
150093,762.7135382312896
150094,11442.805852641834
150095,322.53844510201003
150096,13934.794287575192
150097,7466.037395390799
150098,538.5079604236776
150099,507.2182667240968
150100,-119.12306435921221
150101,4361.633871234154
150102,1441.5520980962453
150103,2937.9573411055376
150104,4378.84934170324
150105,1057.9086520632534
150106,2190.8439900676663
150107,604.4079804370452
150108,7322.9005915079115
150109,2514.2539517274463
150110,3154.575257852808
150111,10390.609997012816
150112,11493.759469898598
150113,1515.2945498972356
150114,922.0688219300829
150115,2913.045755016724
150116,6560.506512826846
150117,2318.8027728295406
150118,20678.50457334874
150119,10342.67488053623
150120,15660.11978262927
150121,1625.038341479265
150122,7759.51090503312
150123,99.67193311717058
150124,14749.026142586677
150125,3538.4845025466584
150126,2338.691240134511
150127,14237.349831596712
150128,32802.869577566635
150129,3228.462336359805
150130,3563.413457376459
150131,-57.57281828198848
150132,-175.23459120180692
150133,6459.705360525233
150134,15278.383630676408
150135,-304.26109822133697
150136,1347.571474170423
150137,3067.5146193706896
150138,6420.565985172763
150139,841.3929082108187
150140,1605.7679119075447
150141,2033.1313767588533
150142,9296.263192551824
150143,5627.587504710343
150144,1070.330655239578
150145,1713.0154757639134
150146,6745.098091634146
150147,1.764134560927713
150148,2241.8133541813772
150149,777.6753121369095
150150,3432.2268259704724
150151,7310.04144684888
150152,556.9570663589982
150153,594.5125476007304
150154,18693.596697256053
150155,3127.2079144617546
150156,249.05340886837584
150157,439.6425045172092
150158,1267.117088941481
150159,10357.701098794012
150160,45129.51153312247
150161,-140.40192515163193
150162,741.7130226180185
150163,892.8863574810034
150164,4953.32612672911
150165,10.133314746026198
150166,6982.943551218
150167,2973.5448157784576
150168,4730.789946402738
150169,1929.1938670377108
150170,3148.125424353428
150171,4141.3727561175
150172,1483.6715816694455
150173,6443.067589762853
150174,2800.7767454553136
150175,584.0175698192418
150176,23790.776559645397
150177,347.7932829165106
150178,1584.667874034255
150179,2883.2069571150855
150180,1441.784524222983
150181,1223.1799104609809
150182,5602.618871734231
150183,850.1288677043221
150184,784.2206637360767
150185,9605.087882729762
150186,2978.7349226976867
150187,18428.001837242264
150188,2935.569808865392
150189,5418.124503637416
150190,5398.516194728087
150191,-60.001040266284434
150192,1763.7304503528364
150193,3764.5095044128843
150194,15323.140079124805
150195,1092.5429218777958
150196,18178.037976750355
150197,3572.5857008230614
150198,3798.2490267796506
150199,2700.6811966412547
150200,2456.099015922253
150201,9980.975096645452
150202,2120.037105692919
150203,97.92345405648298
150204,3667.754230366132
150205,1062.0687706699941
150206,13319.388240184779
150207,1870.2771048798643
150208,1299.3413357601414
150209,1914.4951844712439
150210,6260.150282921434
150211,11946.55176963561
150212,10789.799157336645
150213,1284.6971076934979
150214,4293.064511609816
150215,144.62900570919945
150216,28377.076153678394
150217,2739.3203057823357
150218,11011.7982623372
150219,11361.798920736856
150220,153.1917441045781
150221,10068.401531114185
150222,1007.9989436222158
150223,3764.6799361862763
150224,581.8843969580379
150225,951.3538554340379
150226,5676.7740129280455
150227,733.7396644446038
150228,908.0046201074432
150229,638.4281143636983
150230,4962.2282319482265
150231,736.6688372082933
150232,9321.15851836572
150233,1813.4504770602505
150234,598.3227219393561
150235,3055.4128025937007
150236,790.409194624918
150237,1528.9311417006293
150238,154.56752982282808
150239,1209.9752776724881
150240,7704.514547150827
150241,1779.1675690277445
150242,8139.423481820987
150243,3548.5450134004855
150244,82.52940476987033
150245,2532.215879435505
150246,2668.9540683285236
150247,2919.593388514415
150248,1526.686653278528
150249,3507.863647615814
150250,754.1960404499845
150251,751.2651409674367
150252,16244.276589867093
150253,1479.120188720554
150254,4087.7862290679427
150255,10786.571942593677
150256,627.4256503851478
150257,6996.607611885415
150258,8443.303144706528
150259,1740.543897997262
150260,9261.188569347643
150261,2562.4830095406896
150262,661.5530812392976
150263,5287.904198891539
150264,1053.023768867807
150265,-249.53368347559265
150266,665.5126121210925
150267,4848.703427856191
150268,1381.3097107738927
150269,10258.281803297032
150270,894.4994590528128
150271,4150.29824713115
150272,28596.47445747532
150273,24809.917588105185
150274,683.5192000284525
150275,100.9083438069694
150276,2396.0819968870023
150277,11687.508152487451
150278,35645.71785386681
150279,7641.604473614471
150280,2732.5012607071067
150281,906.1810268309935
150282,709.8122639220062
150283,22794.588741882988
150284,4158.353516246599
150285,8476.41717259658
150286,18022.202422908646
150287,649.5548071955553
150288,2106.834326528885
150289,526.0955196202522
150290,5458.4504185632795
150291,21961.950789915074
150292,9302.085826940804
150293,3304.2038298650014
150294,13532.123012736323
150295,1166.117321232571
150296,9857.10901078493
150297,41.15467021578142
150298,3220.004201007368
150299,89.60112812325367
150300,4144.41630848851
150301,29541.080557716163
150302,-3.3812255494187604
150303,119.45578105217824
150304,160.49691644757664
150305,2692.253904417409
150306,237.00004998187606
150307,13209.84966024637
150308,1408.8627269293922
150309,1403.4245558593445
150310,1034.2858208201146
150311,9800.436082972605
150312,9267.02528271107
150313,6928.755372077081
150314,25.00784617978213
150315,1851.298730808605
150316,18373.560520457755
150317,16282.395789576416
150318,6907.7305527644785
150319,16873.298833523786
150320,3725.668278863911
150321,1987.3435038515397
150322,3965.095524862246
150323,10275.23834460166
150324,853.250058435852
150325,1124.2701500392718
150326,720.5844153599242
150327,579.8781145328159
150328,2144.3009969294553
150329,7760.05181128978
150330,11126.03954984255
150331,230.74150063414348
150332,57237.68199924077
150333,3006.319887391495
150334,248.68698537105575
150335,9769.50868683765
150336,952.1943914998143
150337,3511.6703787522024
150338,12783.220328454545
150339,2853.7994343920245
150340,10875.058448310985
150341,5632.8211017238955
150342,2598.801369982931
150343,2849.0913375768796
150344,3389.205820130227
150345,14676.335094534674
150346,3550.1396693508436
150347,7300.217117234611
150348,331.35350413623365
150349,2151.8886863254124
150350,1868.500408831255
150351,18593.34375068141
150352,12751.343706301152
150353,-35.78701760107823
150354,2298.450919775725
150355,13699.945868872379
150356,2071.0001283333236
150357,719.6782824299341
150358,13531.806172449447
150359,5960.352934971271
150360,4038.8390511526313
150361,1565.0929976988205
150362,2623.899266082803
150363,21227.292415182405
150364,1004.241649076491
150365,12648.195072220104
150366,6187.475131748649
150367,25543.77886426798
150368,-134.23566395219333
150369,1379.6178223144686
150370,809.8443957133851
150371,11852.902809328882
150372,2203.849602485117
150373,4651.695996071902
150374,205.3075338785827
150375,2355.394316277274
150376,967.7490737946681
150377,6227.302369292223
150378,10479.331052855872
150379,3225.0948277630437
150380,4997.156917839474
150381,5449.174774292415
150382,13306.454717052198
150383,153.8184923091115
150384,3354.1356468234385
150385,1486.8475671690792
150386,5641.859233272395
150387,6604.470473867344
150388,5476.177226768056
150389,223.7612197957345
150390,201.56176434717833
150391,1218.8411458020357
150392,1422.388439875892
150393,2053.5495132381593
150394,1606.8720039742993
150395,2727.6516647939984
150396,103.80922369027681
150397,6965.013766672008
150398,-142.84493117523036
150399,894.7351394773516
150400,9197.299139955143
150401,7060.09003995288
150402,1123.5308440549231
150403,1219.6658973940705
150404,6563.024266312942
150405,6371.56925842148
150406,-134.3174825578365
150407,1723.004177330166
150408,10665.131759528373
150409,17347.93005360968
150410,10100.861321238035
150411,3827.3855362192526
150412,3136.8188658656713
150413,5444.15067485708
150414,13361.734617728258
150415,10418.90891959101
150416,16129.221550494074
150417,-246.24748665192752
150418,2204.143251068913
150419,42.808176633470495
150420,8736.51183536905
150421,4755.561165911282
150422,17630.015691991663
150423,812.3357689640967
150424,7884.96508817309
150425,4025.639975425297
150426,7869.818328807134
150427,44.80480744805668
150428,13144.632262687328
150429,6334.574553033002
150430,3071.141252424826
150431,1249.4686865495214
150432,939.6226200194599
150433,10270.94007006298
150434,2516.4250317813066
150435,45033.41621107069
150436,718.2969620618528
150437,685.566154067949
150438,1991.8182363218757
150439,1260.4900243866362
150440,1270.941857976042
150441,311.2285660592009
150442,3567.3087382661083
150443,3361.8592430407293
150444,14466.779737337798
150445,19459.848516486414
150446,12273.233376259124
150447,118.94622702661869
150448,14246.00938177554
150449,23810.31889418393
150450,5882.009415977334
